ID,SMILES,Total_Score,pKd,k_off,SA,MW,QED,LogP
mol_3101,"CC(C)CC1(O)CC1",0.3645,5.046,2.9993,2.65,114.19,0.577,1.56
mol_3102,"NC1CCC(O)CN1",0.3644,5.079,2.8884,4.22,116.16,0.381,-0.98
mol_3103,"NC(O)C1CCC(O)CC1N",0.3643,5.085,2.8686,4.27,160.22,0.361,-1.25
mol_3104,"NC(O)O",0.3643,5.045,3.0024,2.60,63.06,0.291,-1.79
mol_3105,"CN=CNC1C(N)C1CCO",0.3643,5.185,2.5559,5.01,157.22,0.360,-1.06
mol_3106,"CC1C(Cl)CCC(N)C1O",0.3643,5.086,2.8642,4.28,163.65,0.517,0.71
mol_3107,"CC(C)C1=CC=CNC1O",0.3642,5.074,2.9026,4.20,139.20,0.568,1.00
mol_3108,"O=C1C(O)C(O)=CC2C1C(O)C(O)C2N1CCNC1",0.3640,5.201,2.5082,5.15,270.29,0.360,-2.43
mol_3109,"C[SH]1(O)=CC=CNC(=O)N1",0.3640,5.231,2.4237,5.39,162.21,0.303,0.17
mol_3110,"NC(O)(O)CCl",0.3637,5.043,3.0112,3.33,111.53,0.295,-1.18
mol_3111,"OC(O)CN1CCO1",0.3635,5.042,3.0143,3.56,119.12,0.436,-1.46
mol_3112,"CCC(C)C(C)O",0.3635,5.041,3.0147,3.03,102.18,0.559,1.41
mol_3113,"CC1(C)CC1CN=C(O)O",0.3634,5.058,2.9575,4.11,143.19,0.454,1.50
mol_3114,"NC1CC(C(=O)O)=CC(O)C1",0.3634,5.041,3.0174,3.95,157.17,0.478,-0.52
mol_3115,"CC1C(O)=C(CCO)C(F)C2C(O)NC(F)CC12",0.3633,5.243,2.3895,5.52,263.28,0.561,1.01
mol_3116,"CC1CNCCN1",0.3632,5.040,3.0201,3.43,100.16,0.431,-0.43
mol_3117,"N=C1CCC(Cl)C(O)C1O",0.3628,5.160,2.6308,4.86,163.60,0.445,0.13
mol_3118,"CC1CC(C(O)F)C#CC1O",0.3626,5.289,2.2674,5.93,158.17,0.539,0.29
mol_3119,"NC1CCCC1CO",0.3626,5.037,3.0288,3.21,115.18,0.509,0.11
mol_3120,"CC(O)C(O)CN",0.3625,5.037,3.0307,3.54,105.14,0.408,-1.31
mol_3121,"CCC(N)(O)O",0.3623,5.036,3.0337,2.94,91.11,0.362,-1.01
mol_3122,"CC(C)(C)CC(N)O",0.3623,5.036,3.0339,3.22,117.19,0.496,0.70
mol_3123,"NC(F)F",0.3623,5.036,3.0344,2.84,67.04,0.401,0.17
mol_3124,"OC1C=CC=CCN1",0.3619,5.080,2.8855,4.30,111.14,0.462,0.02
mol_3125,"CC(=O)C(CN)C(N)=O",0.3617,5.033,3.0445,3.24,130.15,0.462,-1.36
mol_3126,"CC1CCCC(O)C1",0.3616,5.033,3.0450,2.89,114.19,0.506,1.56
mol_3127,"N=C1CC=C(Br)CN1",0.3614,5.136,2.7047,4.72,175.03,0.570,1.24
mol_3128,"OC(O)CCC1COC1",0.3611,5.031,3.0529,2.91,132.16,0.519,-0.28
mol_3129,"NC1CC(Br)CCC1O",0.3611,5.050,2.9864,4.13,194.07,0.555,0.62
mol_3130,"CSCNCN",0.3610,5.030,3.0552,3.91,106.19,0.387,-0.19
mol_3131,"CCC(N)C(N)O",0.3609,5.030,3.0566,3.79,104.15,0.393,-1.00
mol_3132,"CCC(O)CC(=N)NO",0.3609,5.029,3.0570,3.96,132.16,0.250,0.10
mol_3133,"CC(N)C(N)CC(O)O",0.3608,5.029,3.0577,3.95,134.18,0.348,-1.64
mol_3134,"CNC(O)C(N)=O",0.3608,5.029,3.0592,3.67,104.11,0.355,-1.99
mol_3135,"NCCS(N)(O)O",0.3606,5.028,3.0613,3.63,126.18,0.404,-0.43
mol_3136,"NC(O)CO",0.3605,5.028,3.0633,3.20,77.08,0.325,-1.74
mol_3137,"NCCNO",0.3604,5.027,3.0643,3.27,76.10,0.367,-1.08
mol_3138,"OCC(O)CC=CC(O)O",0.3604,5.027,3.0650,3.69,148.16,0.292,-1.40
mol_3139,"NCCC1CCNCC1",0.3600,5.025,3.0709,2.37,128.22,0.562,0.33
mol_3140,"CCOC(NC)C1C=CNC(O)N1",0.3595,5.200,2.5118,5.27,187.24,0.422,-1.08
mol_3141,"CC(=O)C(N)O",0.3594,5.023,3.0810,2.99,89.09,0.399,-1.15
mol_3142,"COC1CCCC(NC(C)O)C1",0.3594,5.023,3.0814,3.60,173.26,0.622,0.87
mol_3143,"CCN",0.3593,5.022,3.0833,2.17,45.08,0.406,-0.03
mol_3144,"CCN",0.3593,5.022,3.0833,2.17,45.08,0.406,-0.03
mol_3145,"O=C(O)CCO",0.3593,5.022,3.0836,2.20,90.08,0.478,-0.55
mol_3146,"COC1CCC(F)=NC1=O",0.3590,5.034,3.0423,4.08,145.13,0.544,0.69
mol_3147,"NC(O)CC1CCCCC1C(N)N",0.3586,5.049,2.9889,4.20,187.29,0.456,-0.30
mol_3148,"OC1NC(O)C(O)C1O",0.3586,5.150,2.6611,4.91,135.12,0.243,-3.05
mol_3149,"CC(C)C1=CCCNC1=O",0.3584,5.018,3.0981,3.09,139.20,0.579,1.09
mol_3150,"CCC(O)C(=N)O",0.3583,5.017,3.0995,3.81,103.12,0.347,0.29
mol_3151,"O=C(O)O",0.3582,5.017,3.1010,1.62,62.02,0.422,0.22
mol_3152,"NC1CC(Cl)CN1",0.3582,5.150,2.6616,4.92,120.58,0.437,-0.13
mol_3153,"CC1CCNC2NNCC12",0.3580,5.137,2.7000,4.83,141.22,0.432,-0.33
mol_3154,"CCCC1CCCNC1O",0.3579,5.016,3.1060,3.61,143.23,0.607,1.10
mol_3155,"NC1=C=C=C2CNC(N)C2C(O)C1",0.3578,5.291,2.2607,6.10,179.22,0.351,-1.22
mol_3156,"CC1CCNC1N",0.3577,5.047,2.9951,4.21,100.16,0.446,-0.10
mol_3157,"CC(N)C(O)N(C)C",0.3574,5.013,3.1148,3.94,118.18,0.467,-0.79
mol_3158,"OC(O)C1CCNCC1O",0.3572,5.012,3.1194,3.95,147.17,0.332,-1.73
mol_3159,"CC(CCCO)CC(N)CO",0.3571,5.012,3.1203,3.35,161.24,0.518,0.10
mol_3160,"Nc1nncn1CC(O)CO",0.3571,5.011,3.1211,3.51,158.16,0.483,-1.79
mol_3161,"N#CNC1=CCC(O)C1=C(O)O",0.3567,5.075,2.9001,4.43,168.15,0.252,0.03
mol_3162,"CCN(O)C(N)=O",0.3567,5.010,3.1274,2.95,104.11,0.356,-0.22
mol_3163,"OC(O)CC1=CCCN=C1",0.3567,5.010,3.1276,3.98,141.17,0.535,0.09
mol_3164,"CC1NNC(N)C1O",0.3565,5.146,2.6734,4.94,117.15,0.300,-1.87
mol_3165,"CC(N)C1=CC(=S)CNC1",0.3563,5.079,2.8863,4.47,156.25,0.534,0.23
mol_3166,"CCC[SH](O)CC",0.3562,5.205,2.4986,5.41,122.23,0.548,1.89
mol_3167,"CC(C)(O)C(N)O",0.3561,5.007,3.1377,3.27,105.14,0.376,-0.97
mol_3168,"CN1COC(O)C2CCCCC21",0.3559,5.018,3.0974,4.08,171.24,0.584,0.78
mol_3169,"COC1CCC(OCC(O)C2=CNC3CCCCC3C2C=N)C(N)C1",0.3559,5.173,2.5902,5.17,351.49,0.544,1.57
mol_3170,"N=C1CC2CC2CC1O",0.3558,5.103,2.8078,4.65,125.17,0.494,0.80
mol_3171,"CC(=N)O",0.3556,5.005,3.1454,2.69,59.07,0.310,0.54
mol_3172,"CC(=N)O",0.3556,5.005,3.1454,2.69,59.07,0.310,0.54
mol_3173,"CCC1CNC(=N)N1",0.3555,5.087,2.8620,4.54,113.16,0.444,-0.11
mol_3174,"CC(CO)OCC(=N)O",0.3555,5.004,3.1477,3.66,133.15,0.371,-0.08
mol_3175,"N=C(N)O",0.3553,5.003,3.1522,2.84,60.06,0.259,-0.56
mol_3176,"OCC1=CCCNC1O",0.3551,5.031,3.0517,4.18,129.16,0.407,-0.78
mol_3177,"NC1=C(S)CCCC1O",0.3548,5.016,3.1029,4.10,145.23,0.438,0.63
mol_3178,"OC1CCC(F)CC1(O)O",0.3546,5.026,3.0680,4.17,150.15,0.410,-0.45
mol_3179,"NC1NC(C(O)O)C2NCN=C12",0.3545,5.222,2.4498,5.60,172.19,0.270,-3.08
mol_3180,"CC1=CC(O)C(C)CN1",0.3545,5.066,2.9294,4.44,127.19,0.496,0.49
mol_3181,"COC(C)C1CNC1",0.3544,4.998,3.1679,3.45,115.18,0.556,0.24
mol_3182,"OCC1C2=C(C=CNC2O)OC1O",0.3542,5.161,2.6273,5.13,185.18,0.405,-1.37
mol_3183,"N=CC1CCCCC1O",0.3539,4.996,3.1759,3.89,127.19,0.510,1.19
mol_3184,"C=CC(O)C(N)S",0.3539,5.107,2.7966,4.74,119.19,0.266,-0.25
mol_3185,"CCCCN",0.3539,4.996,3.1768,1.97,73.14,0.512,0.75
mol_3186,"CCCCN",0.3539,4.996,3.1768,1.97,73.14,0.512,0.75
mol_3187,"CCCCN",0.3539,4.996,3.1768,1.97,73.14,0.512,0.75
mol_3188,"CNC1CC2(CCC(=NO)O2)NC1=O",0.3537,5.191,2.5386,5.37,199.21,0.388,-0.61
mol_3189,"COC1C(CCO)CNC1O",0.3536,5.054,2.9707,4.38,161.20,0.493,-1.08
mol_3190,"NCCC(N)O",0.3532,4.993,3.1887,3.49,90.13,0.366,-1.39
mol_3191,"NCCC(N)O",0.3532,4.993,3.1887,3.49,90.13,0.366,-1.39
mol_3192,"NCCC(N)O",0.3532,4.993,3.1887,3.49,90.13,0.366,-1.39
mol_3193,"NCCC(N)O",0.3532,4.993,3.1887,3.49,90.13,0.366,-1.39
mol_3194,"NCCC(N)O",0.3532,4.993,3.1887,3.49,90.13,0.366,-1.39
mol_3195,"NCCC(N)O",0.3532,4.993,3.1887,3.49,90.13,0.366,-1.39
mol_3196,"NCCC(N)O",0.3532,4.993,3.1887,3.49,90.13,0.366,-1.39
mol_3197,"CC(O)NC1CCCNC1O",0.3530,5.033,3.0443,4.26,160.22,0.391,-1.02
mol_3198,"N=C1CCCC2=CNC(O)C12",0.3529,5.117,2.7642,4.84,152.20,0.476,0.61
mol_3199,"OCCC(O)O",0.3526,4.990,3.1989,2.86,92.09,0.370,-1.32
mol_3200,"OCCC(O)O",0.3526,4.990,3.1989,2.86,92.09,0.370,-1.32
mol_3201,"NC1CC=C=CCC1O",0.3525,5.189,2.5426,5.40,125.17,0.454,0.18
mol_3202,"OC1=CCC(C2C(O)NCC3CCOC(O)CC32)C(O)C1",0.3525,5.162,2.6231,5.19,299.37,0.471,0.10
mol_3203,"NCCC1(CO)CC1",0.3524,4.989,3.2033,2.81,115.18,0.548,0.11
mol_3204,"NCNC1CCCCC1O",0.3522,4.988,3.2069,3.42,144.22,0.470,-0.20
mol_3205,"C1CNC2=C(C1)CCC2",0.3519,4.987,3.2116,3.02,123.20,0.518,1.81
mol_3206,"NC(O)CC1CCC1",0.3518,4.986,3.2134,3.07,115.18,0.513,0.45
mol_3207,"CC(O)C1=CNCC1",0.3518,5.026,3.0685,4.25,113.16,0.510,0.24
mol_3208,"NCCC(O)NN",0.3517,4.998,3.1681,4.08,105.14,0.192,-1.88
mol_3209,"CN(C)CO",0.3515,4.984,3.2197,2.50,75.11,0.425,-0.50
mol_3210,"CN(C)CO",0.3515,4.984,3.2197,2.50,75.11,0.425,-0.50
mol_3211,"CC(CO)CC(N)O",0.3514,4.984,3.2205,3.68,119.16,0.430,-0.72
mol_3212,"C=CC=C=C=NC1CC(=NCC)NCC=NC1O",0.3512,5.245,2.3857,5.89,246.31,0.438,0.72
mol_3213,"OC1C=NCCC1O",0.3511,5.085,2.8687,4.66,115.13,0.433,-0.82
mol_3214,"OC1=C2CCCC(O)=C2NC1",0.3511,4.982,3.2272,3.62,153.18,0.492,1.36
mol_3215,"NC1C=CCCCC1O",0.3510,4.982,3.2273,3.85,127.19,0.463,0.41
mol_3216,"NC(=O)C1=C=NON1",0.3510,5.160,2.6300,5.21,113.08,0.433,-1.52
mol_3217,"CC(C)C1NCNC1C=N",0.3509,5.140,2.6910,5.07,141.22,0.480,0.18
mol_3218,"NC1NC2=C(CN1O)NCN2",0.3509,5.146,2.6744,5.11,157.18,0.275,-2.16
mol_3219,"N=CNC(=N)N=C1C=CNC1",0.3508,5.139,2.6944,5.06,151.17,0.306,-0.32
mol_3220,"CCC1OC1C(N)O",0.3506,5.019,3.0931,4.24,117.15,0.376,-0.56
mol_3221,"NC1=C(N)CC(Br)=CC1",0.3505,5.022,3.0829,4.27,189.06,0.601,1.19
mol_3222,"CCCC(CC(C)O)NC",0.3498,4.976,3.2508,3.40,145.25,0.608,1.15
mol_3223,"CC(N)CO",0.3497,4.976,3.2518,2.72,75.11,0.434,-0.67
mol_3224,"CCC(C)CC(N)O",0.3495,4.975,3.2554,3.45,117.19,0.534,0.70
mol_3225,"NC1CCCCC1O",0.3493,4.974,3.2599,3.03,115.18,0.475,0.25
mol_3226,"NC1CCCCC1O",0.3493,4.974,3.2599,3.03,115.18,0.475,0.25
mol_3227,"NC1CCCCC1O",0.3493,4.974,3.2599,3.03,115.18,0.475,0.25
mol_3228,"NC1CCCCC1O",0.3493,4.974,3.2599,3.03,115.18,0.475,0.25
mol_3229,"NC1CCCCC1O",0.3493,4.974,3.2599,3.03,115.18,0.475,0.25
mol_3230,"NC1CCCCC1O",0.3493,4.974,3.2599,3.03,115.18,0.475,0.25
mol_3231,"NC1CCCCC1O",0.3493,4.974,3.2599,3.03,115.18,0.475,0.25
mol_3232,"NC1CCCCC1O",0.3493,4.974,3.2599,3.03,115.18,0.475,0.25
mol_3233,"NC1CCCCC1O",0.3493,4.974,3.2599,3.03,115.18,0.475,0.25
mol_3234,"N=CC1=C(C=CN)CCNC1",0.3492,5.040,3.0185,4.42,151.21,0.500,0.40
mol_3235,"OC1NCCC2=CCOCC21",0.3491,5.046,2.9982,4.46,155.20,0.479,-0.13
mol_3236,"CC(O)C(N)C(N)O",0.3488,5.006,3.1405,4.21,120.15,0.316,-2.03
mol_3237,"NC1=CCCCC1O",0.3487,4.971,3.2700,3.81,113.16,0.477,0.37
mol_3238,"CC(O)(O)C1CCC(O)CC1",0.3486,4.970,3.2734,2.86,160.21,0.481,0.24
mol_3239,"CCCC(C)(N)O",0.3485,4.970,3.2740,3.45,103.16,0.498,0.45
mol_3240,"NC1(O)CO1",0.3485,4.970,3.2744,3.91,75.07,0.275,-1.38
mol_3241,"CNCOCC=C(CO)OC",0.3485,4.969,3.2753,3.72,161.20,0.319,-0.30
mol_3242,"CNN=C1CC=C(O)N1",0.3483,5.067,2.9280,4.63,127.15,0.431,-0.09
mol_3243,"NC1N=C=NNC2CCN=C12",0.3480,5.230,2.4255,5.87,151.17,0.474,-0.82
mol_3244,"ONCC(O)O",0.3480,4.967,3.2847,3.53,93.08,0.242,-1.72
mol_3245,"OC1CCC(C(O)O)=CN1",0.3476,5.053,2.9761,4.55,145.16,0.353,-1.12
mol_3246,"NC(=O)C1CC=C=C=C1N",0.3473,5.166,2.6124,5.37,136.15,0.483,-0.36
mol_3247,"S",0.3469,5.349,2.1170,6.96,34.08,0.356,0.11
mol_3248,"C1CCC2=C(C1)NCN2",0.3469,4.961,3.3057,3.54,124.19,0.502,0.92
mol_3249,"NC1C=C=NC(=O)C2OCCCC12",0.3467,5.131,2.7186,5.13,180.21,0.565,-0.12
mol_3250,"C1CCC2=C(C1)NNN2",0.3464,4.959,3.3148,3.59,125.18,0.438,0.38
mol_3251,"NC1CC(I)CC(O)N1",0.3464,5.154,2.6485,5.31,242.06,0.406,-0.22
mol_3252,"NCC1C=C=NC(O)N2C=NCC12",0.3463,5.250,2.3724,6.08,180.21,0.531,-1.21
mol_3253,"COC(O)C(N)=O",0.3461,4.957,3.3209,3.35,105.09,0.417,-1.56
mol_3254,"C=C(C=N)CO",0.3459,5.016,3.1030,4.37,85.11,0.462,0.18
mol_3255,"CC(C)(N)C(O)CC(=O)O",0.3457,4.956,3.3280,3.28,147.17,0.505,-0.44
mol_3256,"CC1CC(=O)NC(C)C1I",0.3456,5.017,3.1024,4.38,253.08,0.512,1.33
mol_3257,"CCC(O)C(N)O",0.3456,4.955,3.3304,3.76,105.14,0.396,-0.97
mol_3258,"NCCCS(N)(N)O",0.3453,4.953,3.3367,3.39,139.22,0.418,-0.64
mol_3259,"COC1CCC=CC1O",0.3450,4.952,3.3414,3.73,128.17,0.527,0.71
mol_3260,"OCCCNO",0.3450,4.952,3.3414,2.83,91.11,0.319,-0.65
mol_3261,"NC1CC(Br)CCN1",0.3449,5.053,2.9755,4.63,179.06,0.529,0.42
mol_3262,"CC(C)C(CO)CC(O)O",0.3447,4.950,3.3486,3.34,148.20,0.490,-0.05
mol_3263,"CC1CCCCC1O",0.3444,4.949,3.3530,2.79,114.19,0.506,1.56
mol_3264,"COC1C=C=NN=C1",0.3444,5.231,2.4247,5.98,110.12,0.475,0.23
mol_3265,"CCOC1C(C)C=NCC1O",0.3443,5.020,3.0907,4.44,157.21,0.633,0.47
mol_3266,"C=NC(=O)O",0.3443,4.949,3.3553,3.31,73.05,0.421,0.36
mol_3267,"C1CCNCNC1",0.3443,4.948,3.3567,3.01,100.17,0.445,-0.08
mol_3268,"NC(O)CC1CCOCC1",0.3442,4.948,3.3580,3.13,145.20,0.541,0.08
mol_3269,"CC(N)C(O)CCO",0.3438,4.946,3.3658,3.42,119.16,0.450,-0.92
mol_3270,"CN1N(N)C12CO2",0.3435,5.192,2.5351,5.69,101.11,0.304,-1.29
mol_3271,"OSC1=CCCC(O)C1",0.3435,5.020,3.0905,4.46,146.21,0.552,1.62
mol_3272,"CC1N[SH]=CC1NC(N)O",0.3435,5.259,2.3458,6.25,163.25,0.192,-1.65
mol_3273,"CNCCNNCCN",0.3434,4.944,3.3748,3.29,132.21,0.256,-1.74
mol_3274,"CNC(O)C1C(=O)C(CC(N)[SH](C)NC)C2C(O)NNC2C1CO",0.3433,5.263,2.3350,6.29,365.50,0.168,-3.20
mol_3275,"N=C1CCC(N(O)O)CC1C(N)N",0.3432,5.102,2.8127,5.02,188.23,0.295,-0.50
mol_3276,"CC1NNCC1CC(O)O",0.3432,5.077,2.8928,4.85,146.19,0.369,-1.20
mol_3277,"NC1=NCC=C(O)C1O",0.3432,5.039,3.0249,4.59,128.13,0.398,-0.84
mol_3278,"NCC(N)=O",0.3430,4.942,3.3809,2.34,74.08,0.394,-1.57
mol_3279,"CCCC(O)C1=CC(O)NC1",0.3430,5.012,3.1199,4.42,157.21,0.505,-0.00
mol_3280,"CN1CC[SH](N)C2=C(CCO2)C1NO",0.3429,5.175,2.5858,5.57,219.31,0.361,-0.26
mol_3281,"OC1NCCCN1",0.3429,4.941,3.3844,3.47,102.14,0.361,-1.15
mol_3282,"OC1NCCCN1",0.3429,4.941,3.3844,3.47,102.14,0.361,-1.15
mol_3283,"NC(=O)C1=NCN=C=C=C1",0.3427,5.150,2.6600,5.39,135.13,0.473,-0.74
mol_3284,"CC(C)CC(N)O",0.3426,4.939,3.3908,3.07,103.17,0.494,0.31
mol_3285,"CC(C)CC(N)O",0.3426,4.939,3.3908,3.07,103.17,0.494,0.31
mol_3286,"CC(C)CC(N)O",0.3426,4.939,3.3908,3.07,103.16,0.494,0.31
mol_3287,"NCCNC=CC1CNCN1",0.3425,5.051,2.9834,4.69,156.23,0.377,-1.43
mol_3288,"OC1CN=C=NCNC1",0.3423,5.171,2.5976,5.56,127.15,0.442,-0.92
mol_3289,"CN1NC=NC1CCO",0.3414,5.047,2.9963,4.70,129.16,0.511,-0.83
mol_3290,"NC1NCCC1O",0.3414,4.993,3.1872,4.36,102.14,0.353,-1.37
mol_3291,"NC1NC=CC1CCO",0.3410,5.054,2.9718,4.76,128.17,0.465,-0.61
mol_3292,"NC1CCCC(O)C1",0.3408,4.930,3.4258,3.18,115.18,0.475,0.25
mol_3293,"NC1CCCC(O)C1",0.3408,4.930,3.4258,3.18,115.18,0.475,0.25
mol_3294,"OCC(O)O",0.3402,4.927,3.4391,2.67,78.07,0.327,-1.71
mol_3295,"OCCC1CCNCC1O",0.3395,4.924,3.4532,3.51,145.20,0.483,-0.66
mol_3296,"O=C1CCCCN1",0.3395,4.923,3.4543,2.24,99.13,0.464,0.29
mol_3297,"NC(=O)C(CO)CC(N)N",0.3392,4.922,3.4605,3.69,147.18,0.335,-2.29
mol_3298,"N=C1CC(O)=C(O)CCN1",0.3391,4.958,3.3192,4.21,142.16,0.401,0.67
mol_3299,"C=C(N)C(N)O",0.3391,4.921,3.4626,3.68,88.11,0.350,-1.26
mol_3300,"NNC1CCCNC1O",0.3385,4.927,3.4405,4.05,131.18,0.259,-1.48
mol_3301,"NC1=CC(C(N)O)CCN1",0.3385,5.037,3.0316,4.72,143.19,0.343,-1.33
mol_3302,"COC(C(C)O)C(O)O",0.3385,4.918,3.4760,3.87,136.15,0.421,-1.31
mol_3303,"NC=CC1CCNNC1",0.3384,5.063,2.9421,4.90,127.19,0.448,-0.43
mol_3304,"COCNC(=O)C(C)O",0.3381,4.916,3.4838,3.12,133.15,0.490,-0.91
mol_3305,"OC1COCCN1",0.3380,4.915,3.4859,3.95,103.12,0.410,-1.08
mol_3306,"NC1N=C=C=C=C2C(O)CC(O)C21",0.3375,5.266,2.3269,6.49,178.19,0.413,-1.07
mol_3307,"CC(C)C1NCNC1O",0.3366,5.004,3.1474,4.57,130.19,0.447,-0.52
mol_3308,"CCCCNC1CC2=CN=NC2N1C",0.3364,5.004,3.1487,4.57,194.28,0.692,1.71
mol_3309,"NC1CC(S)CO1",0.3364,5.087,2.8622,5.12,119.19,0.440,-0.01
mol_3310,"CCC(C)(N)O",0.3360,4.905,3.5287,3.14,89.14,0.446,0.06
mol_3311,"CCC(C)(N)O",0.3360,4.905,3.5287,3.14,89.14,0.446,0.06
mol_3312,"C1CCC2=C(C1)CNN2",0.3357,4.903,3.5355,3.61,124.19,0.502,0.92
mol_3313,"NC1=NNC2SC3CCCCC3C12",0.3357,5.054,2.9710,4.92,197.31,0.611,1.11
mol_3314,"NC1CC(=NO)CC1O",0.3356,4.991,3.1956,4.52,130.15,0.299,-0.70
mol_3315,"OCC1CCCc2nc[nH]c21",0.3354,4.902,3.5418,3.65,152.20,0.626,0.82
mol_3316,"CC(CO)C(O)CO",0.3350,4.899,3.5510,3.36,120.15,0.446,-1.03
mol_3317,"CC1(O)NCCC(N2CCNC2)N1",0.3349,5.026,3.0707,4.75,186.26,0.398,-1.58
mol_3318,"CC(O)CCC(O)O",0.3348,4.898,3.5549,3.21,120.15,0.438,-0.54
mol_3319,"CNCC(O)CC(C)C",0.3347,4.898,3.5580,2.87,131.22,0.586,0.61
mol_3320,"CN=C=NC(CC(O)O)C(C)O",0.3345,5.046,2.9980,4.90,174.20,0.387,-0.76
mol_3321,"N=C(N)CCC(O)O",0.3345,4.896,3.5629,3.20,118.14,0.218,-0.99
mol_3322,"CCC(=O)C(O)O",0.3344,4.896,3.5657,2.96,104.10,0.454,-0.72
mol_3323,"CCOC1CC=CNC1",0.3342,4.900,3.5466,4.03,127.19,0.595,0.90
mol_3324,"C1CCNCC1",0.3338,4.893,3.5774,2.06,85.15,0.458,0.76
mol_3325,"C1CCNCC1",0.3338,4.893,3.5774,2.06,85.15,0.458,0.76
mol_3326,"CC(O)CCO",0.3336,4.892,3.5825,2.93,90.12,0.491,-0.25
mol_3327,"NC1CC2C(CO)SCN2C(N)N1",0.3334,5.124,2.7403,5.48,204.30,0.405,-1.76
mol_3328,"CCC(C)CC(O)O",0.3334,4.891,3.5871,3.13,118.18,0.536,0.73
mol_3329,"OCC(O)C(O)S",0.3333,4.918,3.4740,4.16,124.16,0.270,-1.41
mol_3330,"NCCC(O)NCN",0.3331,4.889,3.5948,3.93,119.17,0.328,-1.84
mol_3331,"CC(F)C(O)O",0.3326,4.886,3.6051,3.27,94.08,0.436,-0.34
mol_3332,"COC(ON)C1=C=CC(=O)C=CN1",0.3317,5.074,2.9028,5.17,182.18,0.352,-0.43
mol_3333,"CC(C)CC(=N)O",0.3317,4.881,3.6271,2.92,101.15,0.402,1.57
mol_3334,"CC(C)CC(=N)O",0.3317,4.881,3.6271,2.92,101.15,0.402,1.57
mol_3335,"CC1CNCC(O)C1I",0.3314,4.960,3.3124,4.45,241.07,0.475,0.39
mol_3336,"NC1CC2NCNC2C(O)N1",0.3313,5.128,2.7298,5.56,158.21,0.268,-2.53
mol_3337,"N=CC1=CNCN1",0.3313,5.065,2.9357,5.12,97.12,0.391,-0.37
mol_3338,"NC1C2=CCCCC2CNC1O",0.3311,4.973,3.2617,4.54,168.24,0.445,-0.04
mol_3339,"Nc1cc[nH]c1",0.3303,4.873,3.6593,3.51,82.11,0.472,0.60
mol_3340,"CC(C)(C)C(O)O",0.3303,4.873,3.6601,2.30,104.15,0.435,0.34
mol_3341,"CNCC(N)O",0.3301,4.872,3.6644,3.59,90.13,0.361,-1.52
mol_3342,"CNCC(N)O",0.3301,4.872,3.6644,3.59,90.13,0.361,-1.52
mol_3343,"NCC1CCCCC1O",0.3295,4.869,3.6785,2.97,129.20,0.541,0.50
mol_3344,"NCC1CCCCC1O",0.3295,4.869,3.6785,2.97,129.20,0.541,0.50
mol_3345,"CC(N)NO",0.3294,4.868,3.6801,3.64,76.10,0.285,-0.73
mol_3346,"FC(F)(F)C1CC=NCC1",0.3294,4.888,3.5991,4.11,151.13,0.502,2.03
mol_3347,"CC(C)(O)C1CCNCC1",0.3294,4.868,3.6815,2.66,143.23,0.568,0.76
mol_3348,"O=C=CCCCCO",0.3292,4.867,3.6857,3.05,114.14,0.427,0.54
mol_3349,"CCCCN=C(N)O",0.3291,4.867,3.6875,2.99,116.16,0.323,0.66
mol_3350,"NC1NN=C=C=C2CCCC(O)C21",0.3288,5.158,2.6351,5.87,179.22,0.447,-0.30
mol_3351,"CC(=O)C1NO1",0.3288,4.930,3.4270,4.36,87.08,0.436,-0.56
mol_3352,"NC1CNC(C=O)CC1O",0.3284,5.002,3.1554,4.80,144.17,0.381,-1.76
mol_3353,"NS(O)(O)CCO",0.3283,4.862,3.7066,3.56,127.16,0.406,-0.40
mol_3354,"NC(O)CC1CCC2=NCC=NC21",0.3282,5.064,2.9390,5.21,181.24,0.587,-0.04
mol_3355,"CC1=C(NO)CC(O)C(C)C1",0.3281,4.927,3.4377,4.37,157.21,0.498,1.03
mol_3356,"CNCC(O)O",0.3280,4.860,3.7140,3.02,91.11,0.363,-1.48
mol_3357,"N=C1NC(O)C2C(O)OC(CO)CC(O)N12",0.3278,5.064,2.9363,5.22,233.22,0.283,-3.07
mol_3358,"CC(C)C(O)=NN",0.3276,4.858,3.7259,3.50,102.14,0.219,0.47
mol_3359,"OCC(O)C1C=CNC(O)C1",0.3272,5.027,3.0655,5.00,159.18,0.407,-1.22
mol_3360,"C1=NN=CCC1",0.3271,4.985,3.2186,4.73,82.11,0.413,0.84
mol_3361,"CC1OCCCOC2CNNCC2=NC=C2C(=N)NCC2C1O",0.3270,5.125,2.7384,5.67,323.40,0.398,-0.83
mol_3362,"NC1=C=C(Cl)C(Br)=C=C1O",0.3269,5.090,2.8520,5.42,220.45,0.612,1.88
mol_3363,"OC1C=C=C=C=C(I)C1",0.3268,5.224,2.4435,6.45,232.02,0.496,1.54
mol_3364,"NC1=CNC2NCC(O)C(O)C12",0.3268,5.041,3.0179,5.10,171.20,0.282,-2.34
mol_3365,"CC1NC(O)C(CO)=C1O",0.3265,4.962,3.3052,4.61,145.16,0.386,-0.90
mol_3366,"CCCC(CC)C(O)O",0.3264,4.851,3.7557,3.21,132.20,0.563,1.12
mol_3367,"O[SH](O)C1CCNCC1",0.3263,4.941,3.3831,4.50,151.23,0.417,0.69
